REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,Value
RWA,Rwanda,DENGUE,Dengue,,,IDX,Index,5.6
RWA,Rwanda,EDUCATION,Education,,,IDX,Index,3.9
RWA,Rwanda,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
RWA,Rwanda,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.2
RWA,Rwanda,HEATWAVES,Heatwaves,,,IDX,Index,0.0
RWA,Rwanda,MALARIA,Malaria,,,IDX,Index,4.4
RWA,Rwanda,MAT_HEALTH,Maternal health,,,IDX,Index,6.9
RWA,Rwanda,POLLUTION_AIR,Air pollution,,,IDX,Index,7.1
RWA,Rwanda,POLLUTION_LEAD,Lead pollution,,,IDX,Index,7.3
RWA,Rwanda,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.1
RWA,Rwanda,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.3
"RWA,Rwanda,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.9"
RWA,Rwanda,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,7.6
RWA,Rwanda,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7
RWA,Rwanda,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
RWA,Rwanda,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,6.6
"RWA,Rwanda,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.4"
RWA,Rwanda,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
RWA,Rwanda,ZIKA,Zika,,,IDX,Index,8.1
SAU,Saudi Arabia,AEDES,Aedes,,,IDX,Index,7.1
SAU,Saudi Arabia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.7
SAU,Saudi Arabia,CHLD_HEALTH,Child health,,,IDX,Index,0.9
SAU,Saudi Arabia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,1.8
SAU,Saudi Arabia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,1.1
SAU,Saudi Arabia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.7
SAU,Saudi Arabia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.8
SAU,Saudi Arabia,COMM_ASSETS,Communication assets,,,IDX,Index,2.7
SAU,Saudi Arabia,DENGUE,Dengue,,,IDX,Index,7.0
SAU,Saudi Arabia,EDUCATION,Education,,,IDX,Index,0.4
SAU,Saudi Arabia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,5.8
SAU,Saudi Arabia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.8
SAU,Saudi Arabia,HEATWAVES,Heatwaves,,,IDX,Index,4.5
SAU,Saudi Arabia,MALARIA,Malaria,,,IDX,Index,4.0
SAU,Saudi Arabia,MAT_HEALTH,Maternal health,,,IDX,Index,3.3
SAU,Saudi Arabia,POLLUTION_AIR,Air pollution,,,IDX,Index,9.9
SAU,Saudi Arabia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,4.7
SAU,Saudi Arabia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.0
SAU,Saudi Arabia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.4
"SAU,Saudi Arabia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.7"
SAU,Saudi Arabia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
SAU,Saudi Arabia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,6.7
SAU,Saudi Arabia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SAU,Saudi Arabia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,5.9
"SAU,Saudi Arabia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
SAU,Saudi Arabia,WATER_SCARCITY,Water scarcity,,,IDX,Index,9.7
SAU,Saudi Arabia,ZIKA,Zika,,,IDX,Index,4.8
SDN,Sudan,AEDES,Aedes,,,IDX,Index,9.7
SDN,Sudan,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.6
SDN,Sudan,CHLD_HEALTH,Child health,,,IDX,Index,5.5
SDN,Sudan,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.7
SDN,Sudan,CHLD_NUTRITION,Child nutrition,,,IDX,Index,9.6
SDN,Sudan,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,8.2
SDN,Sudan,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.9
SDN,Sudan,COMM_ASSETS,Communication assets,,,IDX,Index,7.8
SDN,Sudan,DENGUE,Dengue,,,IDX,Index,7.5
SDN,Sudan,EDUCATION,Education,,,IDX,Index,9.5
SDN,Sudan,FLOODS_COASTAL,Coastal floods,,,IDX,Index,3.4
SDN,Sudan,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2.5
SDN,Sudan,HEATWAVES,Heatwaves,,,IDX,Index,5.9
SDN,Sudan,MALARIA,Malaria,,,IDX,Index,8.1
SDN,Sudan,MAT_HEALTH,Maternal health,,,IDX,Index,7.9
SDN,Sudan,POLLUTION_AIR,Air pollution,,,IDX,Index,10.0
SDN,Sudan,POLLUTION_LEAD,Lead pollution,,,IDX,Index,10
SDN,Sudan,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,1.9
SDN,Sudan,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.9
"SDN,Sudan,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,6.3"
SDN,Sudan,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.7
SDN,Sudan,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.4
SDN,Sudan,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SDN,Sudan,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.1
"SDN,Sudan,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.2"
SDN,Sudan,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.7
SDN,Sudan,ZIKA,Zika,,,IDX,Index,5.6
SEN,Senegal,AEDES,Aedes,,,IDX,Index,9.7
SEN,Senegal,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.5
SEN,Senegal,CHLD_HEALTH,Child health,,,IDX,Index,5.9
SEN,Senegal,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.2
SEN,Senegal,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.5
SEN,Senegal,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.1
SEN,Senegal,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.9
SEN,Senegal,COMM_ASSETS,Communication assets,,,IDX,Index,6.2
SEN,Senegal,DENGUE,Dengue,,,IDX,Index,9.4
SEN,Senegal,EDUCATION,Education,,,IDX,Index,7.3
SEN,Senegal,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
SEN,Senegal,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.2
SEN,Senegal,HEATWAVES,Heatwaves,,,IDX,Index,7.7
SEN,Senegal,MALARIA,Malaria,,,IDX,Index,6.3
SEN,Senegal,MAT_HEALTH,Maternal health,,,IDX,Index,8.2
SEN,Senegal,POLLUTION_AIR,Air pollution,,,IDX,Index,9.6
SEN,Senegal,POLLUTION_LEAD,Lead pollution,,,IDX,Index,7.6
SEN,Senegal,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,4.8
SEN,Senegal,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,6.4
"SEN,Senegal,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.0"
SEN,Senegal,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
SEN,Senegal,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.7
SEN,Senegal,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SEN,Senegal,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.3
"SEN,Senegal,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,6.8"
SEN,Senegal,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.6
SEN,Senegal,ZIKA,Zika,,,IDX,Index,6.1
SLB,Solomon Islands,AEDES,Aedes,,,IDX,Index,5.0
SLB,Solomon Islands,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.2
SLB,Solomon Islands,CHLD_HEALTH,Child health,,,IDX,Index,4.2
SLB,Solomon Islands,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,5.9
SLB,Solomon Islands,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.4
SLB,Solomon Islands,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,6.1
SLB,Solomon Islands,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.1
SLB,Solomon Islands,COMM_ASSETS,Communication assets,,,IDX,Index,7.4
SLB,Solomon Islands,DENGUE,Dengue,,,IDX,Index,7.5
SLB,Solomon Islands,EDUCATION,Education,,,IDX,Index,2.2
SLB,Solomon Islands,FLOODS_COASTAL,Coastal floods,,,IDX,Index,9.4
SLB,Solomon Islands,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,0.1
SLB,Solomon Islands,HEATWAVES,Heatwaves,,,IDX,Index,0.0
SLB,Solomon Islands,MALARIA,Malaria,,,IDX,Index,4.0
SLB,Solomon Islands,MAT_HEALTH,Maternal health,,,IDX,Index,5.1
SLB,Solomon Islands,POLLUTION_AIR,Air pollution,,,IDX,Index,0.0
SLB,Solomon Islands,POLLUTION_LEAD,Lead pollution,,,IDX,Index,7.1
SLB,Solomon Islands,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.0
SLB,Solomon Islands,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,4.4
"SLB,Solomon Islands,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.4"
SLB,Solomon Islands,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
SLB,Solomon Islands,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
SLB,Solomon Islands,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,5.0
SLB,Solomon Islands,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,5.7
"SLB,Solomon Islands,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,8.7"
SLB,Solomon Islands,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
SLB,Solomon Islands,ZIKA,Zika,,,IDX,Index,5.5
SLE,Sierra Leone,AEDES,Aedes,,,IDX,Index,8.2
SLE,Sierra Leone,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.4
SLE,Sierra Leone,CHLD_HEALTH,Child health,,,IDX,Index,7.4
SLE,Sierra Leone,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,8.4
SLE,Sierra Leone,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.7
SLE,Sierra Leone,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.9
SLE,Sierra Leone,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.9
SLE,Sierra Leone,COMM_ASSETS,Communication assets,,,IDX,Index,8.8
SLE,Sierra Leone,DENGUE,Dengue,,,IDX,Index,9.5
SLE,Sierra Leone,EDUCATION,Education,,,IDX,Index,5.1
SLE,Sierra Leone,FLOODS_COASTAL,Coastal floods,,,IDX,Index,6.3
SLE,Sierra Leone,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.3
SLE,Sierra Leone,HEATWAVES,Heatwaves,,,IDX,Index,8.9
SLE,Sierra Leone,MALARIA,Malaria,,,IDX,Index,5.0
SLE,Sierra Leone,MAT_HEALTH,Maternal health,,,IDX,Index,9.2
SLE,Sierra Leone,POLLUTION_AIR,Air pollution,,,IDX,Index,9.1
SLE,Sierra Leone,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.5
SLE,Sierra Leone,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.0
SLE,Sierra Leone,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.9
"SLE,Sierra Leone,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,8.1"
SLE,Sierra Leone,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,7.2
SLE,Sierra Leone,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.4
SLE,Sierra Leone,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SLE,Sierra Leone,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.2
"SLE,Sierra Leone,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,10"
SLE,Sierra Leone,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
SLE,Sierra Leone,ZIKA,Zika,,,IDX,Index,8.7
SLV,El Salvador,AEDES,Aedes,,,IDX,Index,7.6
SLV,El Salvador,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.1
SLV,El Salvador,CHLD_HEALTH,Child health,,,IDX,Index,3.3
SLV,El Salvador,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,4.2
SLV,El Salvador,CHLD_NUTRITION,Child nutrition,,,IDX,Index,5.1
SLV,El Salvador,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.5
SLV,El Salvador,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.3
SLV,El Salvador,COMM_ASSETS,Communication assets,,,IDX,Index,1.8
SLV,El Salvador,DENGUE,Dengue,,,IDX,Index,9.3
SLV,El Salvador,EDUCATION,Education,,,IDX,Index,3.5
SLV,El Salvador,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SLV,El Salvador,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.5
SLV,El Salvador,HEATWAVES,Heatwaves,,,IDX,Index,7.5
SLV,El Salvador,MALARIA,Malaria,,,IDX,Index,3.3
SLV,El Salvador,MAT_HEALTH,Maternal health,,,IDX,Index,4.3
SLV,El Salvador,POLLUTION_AIR,Air pollution,,,IDX,Index,4.7
SLV,El Salvador,POLLUTION_LEAD,Lead pollution,,,IDX,Index,8.1
SLV,El Salvador,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.2
SLV,El Salvador,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.7
"SLV,El Salvador,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.1"
SLV,El Salvador,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,5
SLV,El Salvador,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.4
SLV,El Salvador,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,6.7
SLV,El Salvador,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.1
"SLV,El Salvador,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,1"
SLV,El Salvador,WATER_SCARCITY,Water scarcity,,,IDX,Index,5.4
SLV,El Salvador,ZIKA,Zika,,,IDX,Index,9.4
SOM,Somalia,AEDES,Aedes,,,IDX,Index,8.6
SOM,Somalia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.4
SOM,Somalia,CHLD_HEALTH,Child health,,,IDX,Index,10
SOM,Somalia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,9.3
SOM,Somalia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.8
SOM,Somalia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,9.3
SOM,Somalia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.0
SOM,Somalia,COMM_ASSETS,Communication assets,,,IDX,Index,10.0
SOM,Somalia,DENGUE,Dengue,,,IDX,Index,8.2
SOM,Somalia,EDUCATION,Education,,,IDX,Index,x
SOM,Somalia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,4.6
SOM,Somalia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.1
SOM,Somalia,HEATWAVES,Heatwaves,,,IDX,Index,7.8
SOM,Somalia,MALARIA,Malaria,,,IDX,Index,7.7
SOM,Somalia,MAT_HEALTH,Maternal health,,,IDX,Index,10
SOM,Somalia,POLLUTION_AIR,Air pollution,,,IDX,Index,6.6
SOM,Somalia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.9
SOM,Somalia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.6
SOM,Somalia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.8
"SOM,Somalia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,9.2"
SOM,Somalia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
SOM,Somalia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.4
SOM,Somalia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SOM,Somalia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.6
"SOM,Somalia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.4"
SOM,Somalia,WATER_SCARCITY,Water scarcity,,,IDX,Index,7.9
SOM,Somalia,ZIKA,Zika,,,IDX,Index,4.9
SRB,Serbia,AEDES,Aedes,,,IDX,Index,0.0
SRB,Serbia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.9
SRB,Serbia,CHLD_HEALTH,Child health,,,IDX,Index,2.6
SRB,Serbia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2.5
SRB,Serbia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.3
SRB,Serbia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.2
SRB,Serbia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.2
SRB,Serbia,COMM_ASSETS,Communication assets,,,IDX,Index,3.5
SRB,Serbia,DENGUE,Dengue,,,IDX,Index,0.0
SRB,Serbia,EDUCATION,Education,,,IDX,Index,1.6
SRB,Serbia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SRB,Serbia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,9.1
SRB,Serbia,HEATWAVES,Heatwaves,,,IDX,Index,7.0
SRB,Serbia,MALARIA,Malaria,,,IDX,Index,0.0
SRB,Serbia,MAT_HEALTH,Maternal health,,,IDX,Index,2.6
SRB,Serbia,POLLUTION_AIR,Air pollution,,,IDX,Index,6.1
SRB,Serbia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,4.7
SRB,Serbia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.3
SRB,Serbia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.7
"SRB,Serbia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.1"
SRB,Serbia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4.7
SRB,Serbia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,4.2
SRB,Serbia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SRB,Serbia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"SRB,Serbia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.5"
SRB,Serbia,WATER_SCARCITY,Water scarcity,,,IDX,Index,3.6
SRB,Serbia,ZIKA,Zika,,,IDX,Index,0.0
SSD,South Sudan,AEDES,Aedes,,,IDX,Index,9.8
SSD,South Sudan,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.2
SSD,South Sudan,CHLD_HEALTH,Child health,,,IDX,Index,10
SSD,South Sudan,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,9.4
SSD,South Sudan,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.7
SSD,South Sudan,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,9.2
SSD,South Sudan,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.8
SSD,South Sudan,COMM_ASSETS,Communication assets,,,IDX,Index,10.0
SSD,South Sudan,DENGUE,Dengue,,,IDX,Index,8.6
SSD,South Sudan,EDUCATION,Education,,,IDX,Index,9.1
SSD,South Sudan,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SSD,South Sudan,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,7.5
SSD,South Sudan,HEATWAVES,Heatwaves,,,IDX,Index,8.4
SSD,South Sudan,MALARIA,Malaria,,,IDX,Index,7.6
SSD,South Sudan,MAT_HEALTH,Maternal health,,,IDX,Index,9.5
SSD,South Sudan,POLLUTION_AIR,Air pollution,,,IDX,Index,8.3
SSD,South Sudan,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.5
SSD,South Sudan,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,2.7
SSD,South Sudan,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.4
"SSD,South Sudan,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,8.3"
SSD,South Sudan,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,10
SSD,South Sudan,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5
SSD,South Sudan,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SSD,South Sudan,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.4
"SSD,South Sudan,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,10"
SSD,South Sudan,WATER_SCARCITY,Water scarcity,,,IDX,Index,7.4
SSD,South Sudan,ZIKA,Zika,,,IDX,Index,6.5
SUR,Suriname,AEDES,Aedes,,,IDX,Index,8.7
SUR,Suriname,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.0
SUR,Suriname,CHLD_HEALTH,Child health,,,IDX,Index,4.2
SUR,Suriname,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,4.8
SUR,Suriname,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.1
SUR,Suriname,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.1
SUR,Suriname,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.5
SUR,Suriname,COMM_ASSETS,Communication assets,,,IDX,Index,2.3
SUR,Suriname,DENGUE,Dengue,,,IDX,Index,8.9
SUR,Suriname,EDUCATION,Education,,,IDX,Index,2.9
SUR,Suriname,FLOODS_COASTAL,Coastal floods,,,IDX,Index,9.2
SUR,Suriname,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.8
SUR,Suriname,HEATWAVES,Heatwaves,,,IDX,Index,8.3
SUR,Suriname,MALARIA,Malaria,,,IDX,Index,1.7
SUR,Suriname,MAT_HEALTH,Maternal health,,,IDX,Index,4.2
SUR,Suriname,POLLUTION_AIR,Air pollution,,,IDX,Index,4.1
SUR,Suriname,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.2
SUR,Suriname,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.6
SUR,Suriname,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.1
"SUR,Suriname,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.3"
SUR,Suriname,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
SUR,Suriname,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
SUR,Suriname,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SUR,Suriname,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.8
"SUR,Suriname,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,2.3"
SUR,Suriname,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
SUR,Suriname,ZIKA,Zika,,,IDX,Index,8.8
SVK,Slovakia,AEDES,Aedes,,,IDX,Index,0.0
SVK,Slovakia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.9
SVK,Slovakia,CHLD_HEALTH,Child health,,,IDX,Index,0.9
SVK,Slovakia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.4
SVK,Slovakia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,5.1
SVK,Slovakia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.0
SVK,Slovakia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,3.7
SVK,Slovakia,COMM_ASSETS,Communication assets,,,IDX,Index,2.2
SVK,Slovakia,DENGUE,Dengue,,,IDX,Index,0.0
SVK,Slovakia,EDUCATION,Education,,,IDX,Index,2.6
SVK,Slovakia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
SVK,Slovakia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.9
SVK,Slovakia,HEATWAVES,Heatwaves,,,IDX,Index,6.0
SVK,Slovakia,MALARIA,Malaria,,,IDX,Index,0.0
SVK,Slovakia,MAT_HEALTH,Maternal health,,,IDX,Index,4.1
SVK,Slovakia,POLLUTION_AIR,Air pollution,,,IDX,Index,4.6
SVK,Slovakia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.4
SVK,Slovakia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,2.5
SVK,Slovakia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,3.0
"SVK,Slovakia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.1"
SVK,Slovakia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,1.3
SVK,Slovakia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,2.8
SVK,Slovakia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
SVK,Slovakia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"SVK,Slovakia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
SVK,Slovakia,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
SVK,Slovakia,ZIKA,Zika,,,IDX,Index,0.0
SVN,Slovenia,AEDES,Aedes,,,IDX,Index,1.9
SVN,Slovenia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.3
SVN,Slovenia,CHLD_HEALTH,Child health,,,IDX,Index,2.1
